,animal,session_clear,heart_rate,gsr,delay,stamp,change,start,session,end,session_se,calculated,hr_ref,hr_dif
243,Wolf,50,83.03125,31.2,1.066666667,,0.066666667,0,50,0,50,0.0625,83.33143939,-0.300189394
244,Wolf,51,93.66666667,0.615384615,1,,0.066666667,0,51,0,51,0,85.86363636,7.803030303
245,Wolf,52,90.84659091,0,2.538461538,,0.076923077,0,52,0,52,0.606060606,101.23168,-10.38508907
246,Wolf,54,77.02941176,478.8088235,1.333333333,,0.083333333,0,54,0,54,0.294117647,77.58333333,-0.553921569
247,Wolf,55,68.68421053,195.1578947,1,,0.052631579,0,55,0,55,0,84.52840955,-15.84419903
248,Wolf,57,85.22796365,205.2500888,2.3,,0.1,0,57,0,57,0.565217391,93.82884615,-8.600882499
249,Wolf,58,95.17647059,317.4705882,1,,0.058823529,0,58,0,58,0,98.75,-3.573529412
250,Wolf,59,67.8,135.4,1,,0.05,0,59,0,59,0,71.66666667,-3.866666667
251,Wolf,60,97.69404561,47.0234375,1.85,,0.05,0,60,0,60,0.459459459,96.25047348,1.443572123
252,Wolf,63,83.4375,334.6875,1,,0.0625,0,63,0,63,0,85.86363636,-2.426136364
253,Wolf,64,72.85714286,0,1,,0.047619048,0,64,0,64,0,68.36363636,4.493506494
254,Wolf,66,78.09523955,0,4.2,,0.2,0,66,0,66,0.761904762,69.66666667,8.428572882
255,Wolf,67,81.66666667,-0.357142857,1,,0.033333333,0,67,0,67,0,81.75757576,-0.090909091
256,Wolf,71,79.17647059,237.2,1,,0.058823529,0,71,0,71,0,85.28030303,-6.103832442
257,Wolf,72,81.78571429,353.7857143,1,,0.071428571,0,72,0,72,0,78.97727273,2.808441558
258,Wolf,73,70.2,212.85,1,,0.05,0,73,0,73,0,76.93939394,-6.739393939
259,Wolf,74,89.28571429,65.80952381,1,,0.047619048,0,74,0,74,0,83.90151515,5.384199134
260,Wolf,75,87,62.23810686,2.333333333,,0.111111111,0,75,0,75,0.571428571,77.72537879,9.274621212
261,Wolf,77,74.52380952,123.0952381,1,,0.047619048,0,77,0,77,0,64.45454545,10.06926407
262,Wolf,78,72.4,48.9,1,,0.05,0,78,0,78,0,65.98484848,6.415151515
263,Wolf,79,81.39361702,6.606382979,4.272727273,,0.090909091,0,79,0,79,0.765957447,86.86538462,-5.471767594
264,Wolf,80,82.16129032,220,1.016393443,,0.016393443,0,80,0,80,0.016129032,87.05681818,-4.895527859
265,Wolf,81,93.68421053,371.2777778,1,,0.052631579,0,81,0,81,0,87.27272727,6.411483254
266,Wolf,82,114.0882353,224.5294118,6.8,,0.2,0,82,0,82,0.852941176,109.9163462,4.17188914
267,Wolf,83,96.45829577,35.36376953,1.857142857,,0.047619048,0,83,0,83,0.461538462,92.60984848,3.848447288
268,Wolf,84,94.55172414,0.071428571,1,,0.034482759,0,84,0,84,0,97.97253788,-3.420813741
269,Wolf,85,94.04375,117.3984375,1.333333333,,0.066666667,0,85,0,85,0.25,84.76515152,9.278598485
270,Wolf,86,87.93333333,45.46666667,1,,0.066666667,0,86,0,86,0,83.02840909,4.904924242
271,Wolf,87,81.11111111,15.0625,1,,0.055555556,0,87,0,87,0,76.09848485,5.012626263
272,Wolf,88,81.25675676,21.16216216,5.285714286,,0.142857143,0,88,0,88,0.810810811,74.28787879,6.968877969
273,Wolf,90,73.44444444,0.6875,1,,0.055555556,0,90,0,90,0,72.96969697,0.474747475
274,Wolf,91,82.22222222,-0.333333333,1,,0.055555556,0,91,0,91,0,80.92045455,1.301767677
